Observation ID,Common Name,Scientific Name,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Country/Region,Habitat Type,Conservation Status
744,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.17,164.0,Adult,Female,Indonesia (Borneo),Estuarine Systems,Data Deficient
758,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.26,78.7,Subadult,Female,Malaysia (Borneo),Rivers,Data Deficient
780,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,1.52,43.4,Juvenile,Male,Malaysia (Borneo),Estuarine Systems,Data Deficient
790,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,1.55,40.9,Juvenile,Unknown,Indonesia (Borneo),Rivers,Data Deficient
794,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.25,69.6,Subadult,Unknown,Malaysia (Borneo),Estuarine Systems,Data Deficient
816,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.98,152.6,Adult,Unknown,Malaysia (Borneo),Estuarine Systems,Data Deficient
820,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.23,185.8,Adult,Unknown,Indonesia (Borneo),Rivers,Data Deficient
826,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.48,220.9,Adult,Male,Indonesia (Borneo),Rivers,Data Deficient
832,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.65,118.4,Adult,Female,Malaysia (Borneo),Estuarine Systems,Data Deficient
841,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.38,100.9,Adult,Male,Indonesia (Borneo),Estuarine Systems,Data Deficient
860,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.16,155.2,Adult,Unknown,Indonesia (Borneo),Estuarine Systems,Data Deficient
897,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.6,263.2,Adult,Unknown,Indonesia (Borneo),Estuarine Systems,Data Deficient
901,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.02,70.2,Juvenile,Unknown,Indonesia (Borneo),Estuarine Systems,Data Deficient
923,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.59,108.0,Subadult,Unknown,Malaysia (Borneo),Rivers,Data Deficient
930,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.46,96.9,Adult,Male,Malaysia (Borneo),Rivers,Data Deficient
956,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.18,81.8,Adult,Unknown,Malaysia (Borneo),Estuarine Systems,Data Deficient
968,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.02,133.1,Adult,Unknown,Indonesia (Borneo),Rivers,Data Deficient
972,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,2.37,76.0,Adult,Unknown,Malaysia (Borneo),Rivers,Data Deficient
987,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylus,3.91,272.3,Adult,Male,Malaysia (Borneo),Estuarine Systems,Data Deficient
24,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.44,107.9,Subadult,Male,Cuba,Swamps,Critically Endangered
26,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,0.34,42.4,Hatchling,Unknown,Cuba,Swamps,Critically Endangered
33,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.42,85.6,Adult,Female,Cuba,Swamps,Critically Endangered
68,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.23,81.8,Adult,Female,Cuba,Swamps,Critically Endangered
75,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.63,107.9,Adult,Unknown,Cuba,Swamps,Critically Endangered
99,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.71,125.3,Adult,Male,Cuba,Swamps,Critically Endangered
105,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.93,147.4,Adult,Unknown,Cuba,Swamps,Critically Endangered
124,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.26,86.1,Adult,Male,Cuba,Swamps,Critically Endangered
132,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.07,64.8,Subadult,Female,Cuba,Freshwater Wetlands,Critically Endangered
178,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.75,114.5,Subadult,Male,Cuba,Freshwater Wetlands,Critically Endangered
185,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.01,64.3,Juvenile,Female,Cuba,Freshwater Wetlands,Critically Endangered
191,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.74,133.6,Adult,Male,Cuba,Swamps,Critically Endangered
192,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.13,75.2,Subadult,Unknown,Cuba,Swamps,Critically Endangered
209,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.96,120.7,Subadult,Unknown,Cuba,Swamps,Critically Endangered
247,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.07,84.4,Adult,Male,Cuba,Swamps,Critically Endangered
263,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,1.56,47.1,Juvenile,Female,Cuba,Freshwater Wetlands,Critically Endangered
303,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.61,119.8,Adult,Unknown,Cuba,Swamps,Critically Endangered
313,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,1.51,59.1,Juvenile,Unknown,Cuba,Swamps,Critically Endangered
337,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,1.94,71.6,Juvenile,Unknown,Cuba,Swamps,Critically Endangered
355,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.92,139.4,Adult,Unknown,Cuba,Swamps,Critically Endangered
389,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,3.27,191.8,Adult,Female,Cuba,Swamps,Critically Endangered
394,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,0.79,48.4,Juvenile,Male,Cuba,Freshwater Wetlands,Critically Endangered
407,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.92,146.9,Subadult,Unknown,Cuba,Freshwater Wetlands,Critically Endangered
420,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.11,77.1,Subadult,Unknown,Cuba,Swamps,Critically Endangered
443,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.91,114.2,Adult,Female,Cuba,Swamps,Critically Endangered
458,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,1.94,65.4,Juvenile,Male,Cuba,Swamps,Critically Endangered
463,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.63,103.0,Adult,Unknown,Cuba,Swamps,Critically Endangered
472,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,3.01,141.0,Adult,Male,Cuba,Swamps,Critically Endangered
478,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.88,125.2,Subadult,Female,Cuba,Freshwater Wetlands,Critically Endangered
481,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.34,94.9,Adult,Unknown,Cuba,Swamps,Critically Endangered
519,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.63,97.3,Subadult,Unknown,Cuba,Swamps,Critically Endangered
526,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,1.95,69.2,Juvenile,Female,Cuba,Swamps,Critically Endangered
530,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.89,150.2,Adult,Male,Cuba,Freshwater Wetlands,Critically Endangered
539,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.41,93.5,Subadult,Male,Cuba,Freshwater Wetlands,Critically Endangered
545,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.17,81.4,Subadult,Male,Cuba,Swamps,Critically Endangered
549,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.73,108.8,Subadult,Female,Cuba,Freshwater Wetlands,Critically Endangered
558,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,3.1,156.3,Adult,Female,Cuba,Freshwater Wetlands,Critically Endangered
560,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.7,115.8,Adult,Unknown,Cuba,Swamps,Critically Endangered
563,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.76,126.3,Subadult,Female,Cuba,Swamps,Critically Endangered
593,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,0.46,36.7,Hatchling,Unknown,Cuba,Swamps,Critically Endangered
627,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.82,117.4,Adult,Female,Cuba,Freshwater Wetlands,Critically Endangered
633,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,1.35,44.0,Juvenile,Unknown,Cuba,Swamps,Critically Endangered
645,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,3.38,203.8,Adult,Female,Cuba,Freshwater Wetlands,Critically Endangered
651,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.42,107.5,Subadult,Male,Cuba,Swamps,Critically Endangered
678,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.95,147.2,Subadult,Female,Cuba,Swamps,Critically Endangered
715,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,1.53,47.6,Juvenile,Male,Cuba,Freshwater Wetlands,Critically Endangered
716,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.4,84.3,Subadult,Female,Cuba,Swamps,Critically Endangered
753,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.96,139.6,Adult,Unknown,Cuba,Swamps,Critically Endangered
756,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,1.22,41.4,Juvenile,Female,Cuba,Freshwater Wetlands,Critically Endangered
773,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.12,83.9,Subadult,Female,Cuba,Swamps,Critically Endangered
801,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,0.56,38.0,Hatchling,Unknown,Cuba,Freshwater Wetlands,Critically Endangered
819,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.12,79.5,Adult,Unknown,Cuba,Swamps,Critically Endangered
848,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.16,76.4,Adult,Female,Cuba,Swamps,Critically Endangered
867,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.48,108.1,Adult,Male,Cuba,Freshwater Wetlands,Critically Endangered
873,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.69,102.7,Subadult,Unknown,Cuba,Freshwater Wetlands,Critically Endangered
875,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.56,97.8,Adult,Female,Cuba,Freshwater Wetlands,Critically Endangered
931,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,3.14,173.0,Adult,Unknown,Cuba,Swamps,Critically Endangered
951,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,1.79,65.6,Juvenile,Female,Cuba,Freshwater Wetlands,Critically Endangered
954,Cuban Crocodile,Crocodylus rhombifer,Crocodylus,2.28,83.1,Adult,Male,Cuba,Swamps,Critically Endangered
7,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.85,157.7,Subadult,Male,Thailand,Slow Rivers,Critically Endangered
13,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.63,121.3,Subadult,Unknown,Cambodia,Slow Rivers,Critically Endangered
29,Siamese Crocodile,Crocodylus siamensis,Crocodylus,3.22,196.6,Adult,Unknown,Cambodia,Slow Rivers,Critically Endangered
31,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.04,80.2,Adult,Unknown,Thailand,Swamps,Critically Endangered
43,Siamese Crocodile,Crocodylus siamensis,Crocodylus,0.29,33.2,Hatchling,Unknown,Thailand,Slow Rivers,Critically Endangered
53,Siamese Crocodile,Crocodylus siamensis,Crocodylus,0.96,31.8,Juvenile,Male,Thailand,Swamps,Critically Endangered
62,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.56,136.2,Adult,Unknown,Vietnam,Slow Rivers,Critically Endangered
84,Siamese Crocodile,Crocodylus siamensis,Crocodylus,1.25,36.3,Juvenile,Male,Vietnam,Swamps,Critically Endangered
130,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.88,154.9,Adult,Female,Laos,Swamps,Critically Endangered
150,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.45,121.0,Subadult,Unknown,Laos,Oxbow Lakes,Critically Endangered
162,Siamese Crocodile,Crocodylus siamensis,Crocodylus,0.94,39.1,Juvenile,Female,Cambodia,Slow Rivers,Critically Endangered
199,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.89,160.1,Adult,Unknown,Vietnam,Oxbow Lakes,Critically Endangered
202,Siamese Crocodile,Crocodylus siamensis,Crocodylus,1.55,54.2,Juvenile,Male,Cambodia,Oxbow Lakes,Critically Endangered
248,Siamese Crocodile,Crocodylus siamensis,Crocodylus,1.52,52.5,Juvenile,Male,Laos,Oxbow Lakes,Critically Endangered
269,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.85,151.8,Adult,Female,Cambodia,Swamps,Critically Endangered
285,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.76,125.2,Adult,Unknown,Laos,Oxbow Lakes,Critically Endangered
304,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.18,76.2,Adult,Male,Cambodia,Slow Rivers,Critically Endangered
306,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.92,150.7,Adult,Male,Cambodia,Swamps,Critically Endangered
320,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.97,181.1,Adult,Male,Cambodia,Swamps,Critically Endangered
338,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.81,127.1,Adult,Female,Cambodia,Swamps,Critically Endangered
339,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.13,74.7,Adult,Unknown,Thailand,Swamps,Critically Endangered
349,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.92,166.7,Adult,Female,Vietnam,Slow Rivers,Critically Endangered
378,Siamese Crocodile,Crocodylus siamensis,Crocodylus,0.43,28.5,Hatchling,Male,Vietnam,Oxbow Lakes,Critically Endangered
431,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.51,121.9,Adult,Male,Laos,Oxbow Lakes,Critically Endangered
449,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.09,89.4,Subadult,Male,Laos,Swamps,Critically Endangered
502,Siamese Crocodile,Crocodylus siamensis,Crocodylus,1.87,57.7,Juvenile,Female,Cambodia,Oxbow Lakes,Critically Endangered
525,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.97,179.8,Subadult,Male,Vietnam,Slow Rivers,Critically Endangered
550,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.66,115.8,Adult,Female,Thailand,Slow Rivers,Critically Endangered
576,Siamese Crocodile,Crocodylus siamensis,Crocodylus,3.13,196.2,Adult,Male,Vietnam,Swamps,Critically Endangered
577,Siamese Crocodile,Crocodylus siamensis,Crocodylus,0.91,36.9,Juvenile,Unknown,Thailand,Slow Rivers,Critically Endangered
653,Siamese Crocodile,Crocodylus siamensis,Crocodylus,1.49,55.6,Juvenile,Female,Cambodia,Oxbow Lakes,Critically Endangered
665,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.06,74.5,Adult,Male,Laos,Oxbow Lakes,Critically Endangered
672,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.29,88.8,Adult,Unknown,Cambodia,Swamps,Critically Endangered
683,Siamese Crocodile,Crocodylus siamensis,Crocodylus,0.43,33.8,Hatchling,Female,Laos,Oxbow Lakes,Critically Endangered
686,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.59,107.9,Subadult,Female,Vietnam,Swamps,Critically Endangered
760,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.34,90.2,Subadult,Unknown,Vietnam,Slow Rivers,Critically Endangered
771,Siamese Crocodile,Crocodylus siamensis,Crocodylus,0.6,29.0,Hatchling,Unknown,Vietnam,Swamps,Critically Endangered
791,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.76,129.6,Adult,Unknown,Laos,Swamps,Critically Endangered
802,Siamese Crocodile,Crocodylus siamensis,Crocodylus,1.98,69.6,Adult,Unknown,Laos,Slow Rivers,Critically Endangered
845,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.52,108.4,Adult,Female,Vietnam,Oxbow Lakes,Critically Endangered
866,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.86,145.6,Adult,Female,Thailand,Slow Rivers,Critically Endangered
880,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.98,178.7,Adult,Female,Thailand,Swamps,Critically Endangered
888,Siamese Crocodile,Crocodylus siamensis,Crocodylus,0.27,32.7,Hatchling,Unknown,Laos,Swamps,Critically Endangered
953,Siamese Crocodile,Crocodylus siamensis,Crocodylus,2.69,131.4,Adult,Female,Cambodia,Oxbow Lakes,Critically Endangered
989,Siamese Crocodile,Crocodylus siamensis,Crocodylus,3.04,163.6,Adult,Female,Thailand,Slow Rivers,Critically Endangered
9,West African Crocodile,Crocodylus suchus,Crocodylus,3.05,201.2,Adult,Male,Sudan,Lakes,Least Concern
40,West African Crocodile,Crocodylus suchus,Crocodylus,2.72,150.3,Subadult,Female,Senegal,Oases,Least Concern
78,West African Crocodile,Crocodylus suchus,Crocodylus,2.13,86.4,Adult,Unknown,Mali,Oases,Least Concern
82,West African Crocodile,Crocodylus suchus,Crocodylus,3.02,180.7,Adult,Male,Niger,Rivers,Least Concern
96,West African Crocodile,Crocodylus suchus,Crocodylus,2.7,131.1,Subadult,Female,Mali,Lakes,Least Concern
97,West African Crocodile,Crocodylus suchus,Crocodylus,3.08,188.3,Adult,Female,Chad,Rivers,Least Concern
104,West African Crocodile,Crocodylus suchus,Crocodylus,2.54,104.3,Subadult,Female,Senegal,Oases,Least Concern
107,West African Crocodile,Crocodylus suchus,Crocodylus,2.28,104.8,Adult,Male,Niger,Oases,Least Concern
118,West African Crocodile,Crocodylus suchus,Crocodylus,2.9,158.4,Subadult,Male,Chad,Rivers,Least Concern
131,West African Crocodile,Crocodylus suchus,Crocodylus,1.55,47.9,Juvenile,Unknown,Senegal,Lakes,Least Concern
135,West African Crocodile,Crocodylus suchus,Crocodylus,2.07,75.5,Juvenile,Female,Niger,Rivers,Least Concern
143,West African Crocodile,Crocodylus suchus,Crocodylus,2.52,107.0,Subadult,Male,Senegal,Oases,Least Concern
157,West African Crocodile,Crocodylus suchus,Crocodylus,3.04,171.9,Adult,Male,Mauritania,Rivers,Least Concern
223,West African Crocodile,Crocodylus suchus,Crocodylus,2.4,111.4,Subadult,Male,Chad,Rivers,Least Concern
234,West African Crocodile,Crocodylus suchus,Crocodylus,2.98,190.6,Adult,Female,Sudan,Rivers,Least Concern
242,West African Crocodile,Crocodylus suchus,Crocodylus,1.99,78.3,Subadult,Unknown,Mali,Oases,Least Concern
299,West African Crocodile,Crocodylus suchus,Crocodylus,2.78,153.8,Adult,Unknown,Mali,Lakes,Least Concern
335,West African Crocodile,Crocodylus suchus,Crocodylus,1.36,45.7,Juvenile,Female,Chad,Lakes,Least Concern
343,West African Crocodile,Crocodylus suchus,Crocodylus,2.28,97.8,Adult,Female,Mauritania,Oases,Least Concern
391,West African Crocodile,Crocodylus suchus,Crocodylus,0.9,37.1,Juvenile,Male,Niger,Lakes,Least Concern
417,West African Crocodile,Crocodylus suchus,Crocodylus,0.48,35.1,Hatchling,Male,Niger,Rivers,Least Concern
436,West African Crocodile,Crocodylus suchus,Crocodylus,2.81,134.0,Adult,Female,Niger,Rivers,Least Concern
495,West African Crocodile,Crocodylus suchus,Crocodylus,2.76,126.9,Adult,Female,Senegal,Rivers,Least Concern
512,West African Crocodile,Crocodylus suchus,Crocodylus,2.7,118.5,Adult,Female,Mali,Lakes,Least Concern
516,West African Crocodile,Crocodylus suchus,Crocodylus,2.41,96.7,Adult,Unknown,Mauritania,Oases,Least Concern
531,West African Crocodile,Crocodylus suchus,Crocodylus,2.77,133.6,Subadult,Unknown,Mauritania,Lakes,Least Concern
544,West African Crocodile,Crocodylus suchus,Crocodylus,2.61,136.8,Adult,Female,Senegal,Rivers,Least Concern
584,West African Crocodile,Crocodylus suchus,Crocodylus,2.74,150.1,Adult,Female,Chad,Lakes,Least Concern
595,West African Crocodile,Crocodylus suchus,Crocodylus,2.32,102.4,Subadult,Unknown,Chad,Lakes,Least Concern
626,West African Crocodile,Crocodylus suchus,Crocodylus,2.04,75.6,Juvenile,Female,Mali,Lakes,Least Concern
630,West African Crocodile,Crocodylus suchus,Crocodylus,2.4,109.3,Subadult,Female,Sudan,Oases,Least Concern
644,West African Crocodile,Crocodylus suchus,Crocodylus,1.18,40.5,Juvenile,Male,Mali,Oases,Least Concern
649,West African Crocodile,Crocodylus suchus,Crocodylus,2.42,111.8,Adult,Male,Niger,Oases,Least Concern
652,West African Crocodile,Crocodylus suchus,Crocodylus,1.74,63.9,Juvenile,Unknown,Mali,Lakes,Least Concern
654,West African Crocodile,Crocodylus suchus,Crocodylus,1.97,77.9,Juvenile,Male,Senegal,Rivers,Least Concern
660,West African Crocodile,Crocodylus suchus,Crocodylus,1.58,48.3,Juvenile,Unknown,Senegal,Rivers,Least Concern
671,West African Crocodile,Crocodylus suchus,Crocodylus,2.56,130.6,Adult,Male,Niger,Lakes,Least Concern
701,West African Crocodile,Crocodylus suchus,Crocodylus,2.64,131.0,Adult,Male,Senegal,Rivers,Least Concern
722,West African Crocodile,Crocodylus suchus,Crocodylus,0.73,34.8,Juvenile,Female,Niger,Oases,Least Concern
734,West African Crocodile,Crocodylus suchus,Crocodylus,3.01,179.1,Adult,Male,Niger,Oases,Least Concern
781,West African Crocodile,Crocodylus suchus,Crocodylus,2.05,74.1,Subadult,Unknown,Mali,Oases,Least Concern
785,West African Crocodile,Crocodylus suchus,Crocodylus,2.17,91.9,Subadult,Unknown,Mauritania,Rivers,Least Concern
786,West African Crocodile,Crocodylus suchus,Crocodylus,3.35,197.9,Adult,Male,Niger,Oases,Least Concern
879,West African Crocodile,Crocodylus suchus,Crocodylus,2.69,132.0,Adult,Female,Mali,Lakes,Least Concern
881,West African Crocodile,Crocodylus suchus,Crocodylus,2.05,77.0,Adult,Female,Mali,Lakes,Least Concern
886,West African Crocodile,Crocodylus suchus,Crocodylus,2.26,102.4,Adult,Female,Mauritania,Oases,Least Concern
926,West African Crocodile,Crocodylus suchus,Crocodylus,2.99,192.7,Adult,Female,Sudan,Lakes,Least Concern
933,West African Crocodile,Crocodylus suchus,Crocodylus,2.6,111.8,Adult,Unknown,Mali,Rivers,Least Concern
963,West African Crocodile,Crocodylus suchus,Crocodylus,2.9,146.4,Adult,Female,Chad,Lakes,Least Concern
980,West African Crocodile,Crocodylus suchus,Crocodylus,2.76,121.2,Subadult,Male,Chad,Oases,Least Concern
988,West African Crocodile,Crocodylus suchus,Crocodylus,0.92,37.6,Juvenile,Male,Sudan,Lakes,Least Concern
996,West African Crocodile,Crocodylus suchus,Crocodylus,2.55,112.3,Adult,Female,Mauritania,Lakes,Least Concern
38,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.96,182.7,Adult,Unknown,Liberia,Swamps,Critically Endangered
49,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.43,96.9,Adult,Male,Sierra Leone,Swamps,Critically Endangered
52,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.96,149.9,Adult,Unknown,Sierra Leone,Shaded Forest Rivers,Critically Endangered
56,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,1.77,71.7,Juvenile,Female,Guinea,Shaded Forest Rivers,Critically Endangered
59,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.26,91.6,Subadult,Male,Nigeria,Shaded Forest Rivers,Critically Endangered
73,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.9,165.4,Adult,Female,Nigeria,Swamps,Critically Endangered
103,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.58,109.7,Adult,Female,Liberia,Shaded Forest Rivers,Critically Endangered
108,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,3.07,199.3,Adult,Male,Nigeria,Swamps,Critically Endangered
127,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.05,82.8,Juvenile,Male,Guinea,Shaded Forest Rivers,Critically Endangered
148,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,3.41,220.3,Adult,Male,Ghana,Swamps,Critically Endangered
161,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.64,149.5,Adult,Male,Nigeria,Shaded Forest Rivers,Critically Endangered
166,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.75,143.8,Adult,Unknown,Guinea,Shaded Forest Rivers,Critically Endangered
217,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.23,105.1,Subadult,Unknown,Sierra Leone,Swamps,Critically Endangered
236,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.07,93.2,Adult,Male,Côte d'Ivoire,Swamps,Critically Endangered
252,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.89,169.2,Subadult,Male,Côte d'Ivoire,Swamps,Critically Endangered
272,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.08,82.8,Adult,Female,Guinea,Shaded Forest Rivers,Critically Endangered
295,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,3.15,187.8,Adult,Male,Liberia,Swamps,Critically Endangered
317,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.94,142.5,Adult,Unknown,Côte d'Ivoire,Shaded Forest Rivers,Critically Endangered
342,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,3.32,230.9,Adult,Unknown,Guinea,Shaded Forest Rivers,Critically Endangered
344,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.95,170.0,Subadult,Female,Côte d'Ivoire,Shaded Forest Rivers,Critically Endangered
361,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.87,168.0,Adult,Female,Guinea,Shaded Forest Rivers,Critically Endangered
363,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,3.28,217.2,Adult,Unknown,Ghana,Swamps,Critically Endangered
365,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.28,114.0,Adult,Unknown,Ghana,Shaded Forest Rivers,Critically Endangered
382,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,0.88,37.6,Juvenile,Unknown,Liberia,Shaded Forest Rivers,Critically Endangered
405,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,3.07,158.5,Adult,Male,Côte d'Ivoire,Shaded Forest Rivers,Critically Endangered
416,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.92,161.0,Subadult,Female,Ghana,Shaded Forest Rivers,Critically Endangered
434,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.93,178.8,Adult,Unknown,Liberia,Swamps,Critically Endangered
524,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,0.26,44.6,Hatchling,Female,Liberia,Swamps,Critically Endangered
534,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.71,124.4,Adult,Male,Côte d'Ivoire,Swamps,Critically Endangered
554,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.78,154.3,Subadult,Male,Liberia,Shaded Forest Rivers,Critically Endangered
579,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.81,146.9,Subadult,Male,Ghana,Swamps,Critically Endangered
638,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,1.33,55.6,Juvenile,Female,Côte d'Ivoire,Shaded Forest Rivers,Critically Endangered
658,West African Slender-snouted Crocodile,Mecistops cataphractus,Mecistops,2.53,140.1,Adult,Unknown,Nigeria,Shaded Forest Rivers,Critically Endangered
